homelon;homelat;homecontinent;n
-74.86;10.74;South America;4
-74.83;11.02;South America;2
-74.83;40.2;North America;33374
-74.81;11;South America;21
-74.81;38.99;NA;3
-74.81;40.08;North America;3
-74.8;39;North America;2
-74.8;40.11;North America;2
-74.78;40.79;North America;2
-74.77;10.98;South America;8
-74.77;40.64;North America;2
-74.76;40.2;North America;2
-74.74;40.28;North America;2
-74.69;40.77;North America;7
-74.68;40.23;North America;4
-74.67;40.36;North America;2
-74.66;40.93;North America;4
-74.65;40.51;North America;3
-74.64;40.53;North America;15
-74.62;39.38;North America;2
-74.61;40.59;North America;14
-74.6;40.59;North America;4
-74.6;46.12;North America;8
-74.59;40.53;North America;2
-74.58;39.97;North America;2
-74.57;39.28;NA;7
-74.55;39.37;North America;2
-74.5;39.33;NA;5
-74.5;40.63;North America;16
-74.5;44.99;North America;40
-74.49;41.19;North America;2
-74.48;39.34;NA;2
-74.46;40.55;North America;2
-74.45;40.49;North America;3
-74.42;39.36;NA;3
-74.42;41.45;North America;24
-74.41;40.06;North America;221
-74.36;39.41;NA;5
-74.36;41.33;North America;3
-74.35;40.66;North America;2
-74.34;44.86;North America;2
-74.31;39.97;North America;207
-74.31;40.41;North America;4
-74.3;4.57;South America;122
-74.3;4.84;South America;3
-74.3;40.43;North America;13
-74.28;40.56;North America;7
-74.28;40.88;North America;2
-74.26;39.7;North America;4
-74.26;40.65;North America;3
-74.26;40.7;North America;2
-74.25;40.01;North America;7
-74.25;41.11;North America;3
-74.23;40.77;North America;12
-74.22;11.16;NA;2
-74.22;39.94;North America;5
-74.22;43.3;North America;6
-74.21;40.83;North America;2
-74.21;40.87;North America;3
-74.2;39.95;North America;214
-74.19;39.64;NA;7
-74.19;40.81;North America;29
-74.18;39.64;North America;2
-74.18;40.69;North America;17
-74.17;39.66;North America;32
-74.17;40.74;North America;22
-74.15;40.58;North America;17
-74.15;40.73;North America;5
-74.14;40.05;North America;2
-74.14;40.06;North America;105
-74.13;40.94;North America;2
-74.12;40.26;North America;9
-74.11;40.67;NA;45
-74.11;40.83;North America;5
-74.09;4.61;South America;2
-74.09;40.6;North America;2
-74.08;39.93;NA;10
-74.08;40.73;North America;2
-74.08;40.93;North America;2
-74.07;4.71;South America;171
-74.07;10.13;South America;2
-74.07;39.94;NA;160
-74.07;40.58;NA;4
-74.06;40.35;North America;5
-74.06;40.79;North America;2
-74.05;40.09;North America;3
-74.04;40.11;North America;5
-74.04;40.75;North America;6
-74.04;41;North America;4
-74.03;8.67;South America;2
-74.03;40.18;North America;22
-74.03;40.29;North America;3
-74.03;40.74;NA;9
-74.03;40.99;North America;2
-74.02;40.18;North America;357
-74.01;40.21;North America;436
-74.01;40.22;North America;89
-74.01;40.71;NA;1932
-74.01;40.72;NA;4
-74.01;40.78;North America;2
-74.01;40.79;North America;2
-74;40.64;North America;2
-74;40.72;NA;26
-74;40.73;NA;19
-74;40.74;NA;2
-74;40.75;NA;4
-73.99;40.3;North America;5
-73.99;40.67;North America;2
-73.99;40.69;North America;10
-73.99;40.7;NA;10
-73.99;40.72;NA;27
-73.99;40.73;NA;18
-73.99;40.74;NA;40
-73.99;40.75;NA;36
-73.99;40.76;NA;15
-73.99;40.77;NA;9
-73.99;40.84;North America;2
-73.99;41.23;North America;2
-73.98;40.29;North America;2
-73.98;40.72;NA;4
-73.98;40.73;NA;5
-73.98;40.75;North America;4
-73.98;40.75;NA;8
-73.98;40.76;North America;23
-73.98;40.76;NA;3
-73.98;40.78;NA;330
-73.98;40.79;NA;2
-73.97;40.58;NA;3
-73.97;40.68;North America;5
-73.97;40.75;NA;4
-73.97;40.76;North America;17
-73.97;40.76;NA;4
-73.97;40.77;North America;5
-73.97;40.78;North America;51
-73.96;40.58;NA;2
-73.96;40.72;North America;3
-73.96;40.73;NA;2
-73.96;40.76;NA;4
-73.96;40.77;North America;3
-73.96;40.78;North America;2
-73.96;41.92;North America;2
-73.95;40.72;North America;4
-73.95;40.76;NA;2
-73.95;40.78;North America;3
-73.95;40.81;North America;4
-73.95;40.89;North America;2
-73.94;4.91;South America;2
-73.94;40.66;North America;2
-73.94;40.67;North America;6
-73.94;40.68;North America;199
-73.94;40.7;North America;3
-73.94;40.72;North America;4
-73.93;40.62;North America;2
-73.93;40.66;North America;6
-73.93;40.71;North America;2
-73.93;40.76;NA;2
-73.92;40.68;North America;2
-73.92;40.69;North America;2
-73.92;41.29;North America;2
-73.92;41.6;North America;9
-73.92;41.7;North America;2
-73.9;40.93;North America;5
-73.88;40.66;North America;2
-73.87;40.82;NA;4
-73.86;40.74;North America;4
-73.86;40.84;North America;32
-73.86;40.89;North America;2
-73.86;41.11;North America;3
-73.85;40.72;North America;2
-73.83;40.67;North America;2
-73.82;40.62;NA;2
-73.81;40.69;North America;4
-73.81;41.07;North America;2
-73.81;42.72;North America;2
-73.8;40.6;North America;10
-73.8;42.65;North America;14
-73.79;40.73;North America;24
-73.79;41.12;North America;2
-73.79;42.25;North America;4
-73.78;40.64;North America;33
-73.78;40.86;NA;7
-73.78;40.91;North America;5
-73.76;40.7;North America;2
-73.76;42.65;North America;2
-73.74;41.3;North America;3
-73.74;45.31;North America;8
-73.73;41.2;North America;2
-73.71;45.61;North America;11
-73.7;40.83;North America;2
-73.7;46.13;North America;2
-73.69;40.74;North America;2
-73.67;40.74;North America;23
-73.66;40.59;NA;9
-73.65;40.63;North America;2
-73.65;40.8;North America;9
-73.65;44.37;North America;6
-73.6;40.88;North America;2
-73.59;45.52;North America;2
-73.57;45.5;North America;173
-73.56;40.65;North America;2
-73.55;52.94;North America;14
-73.54;41.05;North America;2
-73.51;40.73;North America;4
-73.51;45.54;NA;2
-73.49;43.14;North America;2
-73.49;45.85;North America;2
-73.47;41.08;North America;2
-73.45;40.73;North America;3
-73.45;46.02;North America;39
-73.43;40.79;North America;4
-73.42;40.68;North America;4
-73.42;40.79;North America;7
-73.42;41.17;North America;2768
-73.41;41.41;North America;2
-73.41;41.58;North America;2
-73.4;40.62;NA;8
-73.39;45.52;North America;2
-73.37;41.26;North America;3
-73.36;41.15;North America;11
-73.34;40.9;North America;28
-73.32;40.88;North America;2
-73.31;40.71;North America;260
-73.28;41.79;North America;2
-73.27;-39.83;South America;2
-73.26;40.89;North America;3
-73.26;42.34;North America;2
-73.25;41.35;North America;3
-73.24;-39.82;South America;9
-73.24;40.77;North America;3
-73.21;-39.43;South America;3
-73.2;40.86;North America;2
-73.2;41.23;North America;2
-73.17;44.47;North America;35
-73.16;40.65;NA;2
-73.14;-36.85;South America;2
-73.14;40.93;North America;4
-73.13;40.79;North America;811
-73.13;41.53;North America;3
-73.12;-36.83;South America;3
-73.12;7.12;South America;10
-73.11;-40.58;South America;2
-73.1;40.86;North America;2
-73.09;41.32;North America;4
-73.09;41.6;North America;946
-73.08;40.74;North America;10
-73.06;41.23;North America;4
-73.05;43.6;North America;2
-73.04;-36.82;South America;20
-73.02;-36.95;South America;2
-72.99;40.94;North America;4
-72.98;-41.32;South America;3
-72.98;43.61;North America;5
-72.94;-41.47;South America;4
-72.93;41.3;North America;11
-72.93;41.31;North America;4
-72.93;41.35;North America;11
-72.91;40.96;North America;3
-72.9;41.37;North America;2
-72.9;41.38;North America;2
-72.89;41.82;North America;48
-72.88;41.6;North America;8
-72.88;44.37;North America;3
-72.87;40.74;NA;2
-72.87;40.8;North America;2
-72.8;41.35;North America;2
-72.8;41.74;North America;2
-72.78;41.61;North America;2
-72.78;43.1;North America;5
-72.75;42.16;North America;2
-72.74;41.76;North America;74
-72.7;41.74;North America;2
-72.69;41.76;North America;164
-72.68;41.77;North America;2
-72.66;40.92;North America;2
-72.65;41.55;North America;8
-72.65;41.92;North America;3
-72.64;42.33;North America;3
-72.63;-35.85;South America;2
-72.63;42.32;North America;2
-72.62;40.98;North America;412
-72.61;41.83;North America;4
-72.6;43.26;North America;2
-72.59;-38.74;South America;10
-72.59;42.1;North America;5
-72.59;42.34;North America;2
-72.58;40.84;North America;38
-72.58;44.56;North America;9
-72.58;46.35;North America;2
-72.56;41.5;North America;2
-72.56;42.85;North America;6
-72.54;42;North America;7
-72.52;-51.73;South America;2
-72.52;9.97;South America;25
-72.5;7.89;South America;2
-72.44;7.81;South America;5
-72.43;40.88;North America;2
-72.36;41.1;North America;3
-72.35;40.92;North America;26
-72.33;-38.95;South America;4
-72.33;-37.49;South America;2
-72.33;-37.48;South America;6
-72.31;18.59;South America;15
-72.3;40.94;North America;2
-72.29;18.97;South America;10
-72.24;40.94;North America;26
-72.23;7.77;South America;9
-72.21;41.71;North America;2
-72.19;19.57;South America;4
-72.18;40.96;North America;2
-72.14;7.91;South America;9
-72.1;-36.61;South America;8
-72.02;-34.4;South America;2
-72.02;-34.38;South America;6
-72.01;41.6;North America;4
-72;-34.39;South America;86
-71.98;-39.27;South America;22
-71.97;-13.53;South America;8
-71.96;41.39;North America;5
-71.95;41.04;NA;68
-71.94;41.03;NA;5
-71.93;41.6;North America;50
-71.93;42.04;North America;4
-71.91;43.87;North America;7
-71.89;42.17;North America;4
-71.88;-33.96;South America;3
-71.8;42.26;North America;5
-71.78;8.38;South America;2
-71.74;18.04;South America;2
-71.71;10.65;South America;24
-71.71;19.55;South America;2
-71.71;42.3;North America;3
-71.69;8.12;South America;4
-71.67;-35.42;South America;2
-71.67;-33.36;South America;18
-71.65;-35.42;South America;39
-71.64;19.85;South America;2
-71.64;41.38;North America;2
-71.63;-46.55;South America;2
-71.62;19.05;South America;2
-71.61;-33.05;South America;20
-71.6;-33.57;South America;3
-71.6;10.68;South America;9
-71.57;43.19;North America;13
-71.55;-33.04;South America;2
-71.55;-33.02;South America;58
-71.55;-32.97;South America;5
-71.54;-35.68;South America;326
-71.54;-33.03;South America;5
-71.54;-16.41;South America;8
-71.54;43.21;North America;4
-71.52;-32.93;South America;11
-71.51;-32.92;South America;4
-71.51;-31.91;South America;5
-71.48;41.58;North America;34
-71.47;42.77;North America;2
-71.47;43.53;North America;22
-71.45;-32.51;South America;3
-71.45;41.45;North America;11
-71.45;41.64;North America;2
-71.45;41.66;North America;4
-71.45;43;North America;28
-71.44;-33.05;South America;3
-71.44;-32.65;South America;3
-71.42;18.49;South America;2
-71.42;41.83;North America;2
-71.41;41.82;North America;16
-71.39;-33.05;South America;7
-71.39;47.15;North America;6
-71.38;41.88;North America;2
-71.38;42.41;North America;79
-71.37;42.6;North America;2
-71.36;-34.63;South America;5
-71.36;-29.99;South America;2
-71.35;-40.16;South America;2
-71.34;-29.96;South America;40
-71.33;42.65;North America;2
-71.32;41.49;North America;3
-71.32;42.63;North America;3
-71.32;43.72;North America;2
-71.31;-42.91;South America;4
-71.31;-41.13;South America;6
-71.31;41.49;North America;11
-71.29;41.94;North America;2
-71.28;41.52;North America;10
-71.27;-32.98;South America;6
-71.25;-34.98;South America;4
-71.25;-32.88;South America;3
-71.25;-29.9;South America;24
-71.25;42.07;North America;2
-71.25;42.52;North America;5
-71.24;8.55;South America;2
-71.23;-32.45;South America;4
-71.23;18.81;South America;6
-71.22;8.57;South America;2
-71.22;43.45;North America;2
-71.21;46.81;NA;38
-71.19;-38.88;South America;3
-71.19;41.97;North America;2
-71.19;44.15;North America;3
-71.18;8.57;South America;48
-71.16;42.71;North America;4
-71.15;42.35;North America;5
-71.13;42.49;North America;2
-71.12;42.4;North America;3
-71.11;42.31;North America;20
-71.11;42.35;North America;7
-71.11;42.36;North America;15
-71.11;42.37;North America;6
-71.1;-34.68;South America;2
-71.1;18.21;South America;3
-71.1;42.37;North America;2
-71.1;42.53;North America;2
-71.1;42.59;North America;2
-71.09;41.9;North America;4
-71.09;42.36;North America;15
-71.08;42.35;North America;3
-71.07;42.34;North America;36
-71.07;42.35;North America;2
-71.06;42.35;North America;2
-71.06;42.36;North America;170
-71.05;42.35;North America;10
-71.01;42.37;North America;25
-71;-34.58;South America;3
-71;-32.5;South America;6
-70.99;-52.37;South America;2
-70.99;-34.59;South America;5
-70.98;41.99;North America;2
-70.97;41.61;North America;2
-70.97;42.22;North America;2
-70.94;42.22;North America;2
-70.94;43.08;North America;3
-70.93;-33.66;South America;2
-70.93;41.64;North America;4
-70.92;-53.16;NA;2
-70.92;41.9;North America;2
-70.91;42.3;NA;3
-70.9;41.64;North America;5
-70.9;42.17;North America;12
-70.9;42.52;North America;8
-70.89;42.24;North America;4
-70.88;42.56;North America;5
-70.88;42.81;North America;6
-70.87;-34.4;South America;2
-70.85;42.12;North America;6
-70.84;42.94;North America;2
-70.82;43.97;North America;36
-70.81;42.91;North America;3
-70.79;41.66;North America;8
-70.77;42.58;North America;22
-70.76;-33.52;South America;5
-70.76;-33.46;South America;3
-70.76;43.07;North America;15
-70.75;-33.41;South America;2
-70.75;41.84;North America;3
-70.74;-34.17;South America;17
-70.74;18.91;South America;2
-70.73;18.45;South America;29
-70.73;41.99;North America;9
-70.73;42.2;North America;3
-70.71;42.09;North America;2
-70.71;43.13;North America;4
-70.71;44.05;North America;2
-70.7;-33.59;South America;2
-70.7;-33.46;South America;3
-70.69;19.48;South America;47
-70.68;-33.2;South America;4
-70.67;-33.45;South America;257
-70.67;41.96;North America;53
-70.66;42.62;NA;5
-70.65;-33.44;South America;32
-70.65;41.38;North America;8
-70.63;-33.44;South America;3
-70.62;41.69;North America;2
-70.62;41.75;North America;5
-70.62;43.17;NA;14
-70.61;-33.43;South America;7
-70.61;-33.42;South America;9
-70.61;-33.4;South America;2
-70.61;41.55;North America;9
-70.6;-33.46;South America;4
-70.6;-33.4;South America;3
-70.6;-32.83;South America;6
-70.6;9.32;South America;2
-70.58;41.57;North America;6
-70.58;43.32;North America;3
-70.57;-33.39;South America;3
-70.56;-33.5;South America;2
-70.56;-33.4;South America;38
-70.54;43.38;North America;10
-70.53;-33.44;South America;2
-70.52;19.22;South America;2
-70.52;19.75;South America;6
-70.51;-33.37;South America;16
-70.5;18.54;South America;4
-70.49;-30.12;South America;4
-70.46;44.53;North America;7
-70.45;43.49;North America;7
-70.44;9.36;South America;4
-70.43;19.74;South America;2
-70.41;18.93;South America;13
-70.41;19.75;South America;22
-70.4;-23.65;South America;34
-70.33;18.28;South America;4
-70.33;18.29;South America;22
-70.31;-18.48;South America;34
-70.3;41.67;North America;29
-70.28;19.63;South America;7
-70.26;43.66;North America;13
-70.25;19.31;South America;2
-70.25;43.66;North America;2
-70.24;8.62;South America;2
-70.24;43.64;North America;2
-70.18;11.71;South America;8
-70.18;42.06;North America;4
-70.16;18.74;South America;468
-70.15;-20.22;NA;3
-70.14;-20.23;South America;44
-70.11;-26.84;South America;2
-70.1;41.28;North America;12
-70.05;41.99;North America;8
-69.99;41.79;North America;10
-69.98;18.45;South America;2
-69.97;12.52;South America;6
-69.93;18.49;South America;36
-69.86;11.18;South America;4
-69.85;19.38;South America;2
-69.81;11.94;NA;221
-69.79;18.81;South America;4
-69.68;11.39;South America;3
-69.61;19.23;South America;2
-69.56;19.3;South America;3
-69.54;47.84;North America;2
-69.45;45.25;North America;28
-69.35;10.07;South America;33
-69.33;19.21;South America;9
-69.3;18.47;South America;7
-69.29;-20.2;South America;2
-69.25;-51.64;South America;4
-69.25;18.76;South America;4
-69.18;9.55;South America;4
-69.1;9.09;South America;2
-69.06;44.08;NA;2
-69.04;18.77;South America;2
-68.99;12.17;South America;10
-68.99;45.25;North America;4
-68.97;18.43;South America;6
-68.91;-33.04;South America;13
-68.88;-32.98;South America;5
-68.85;-32.96;South America;2
-68.85;-32.89;South America;12
-68.75;10.34;South America;8
-68.72;10.42;South America;10
-68.71;18.61;South America;2
-68.64;11.17;South America;2
-68.58;9.66;South America;2
-68.54;-31.54;South America;4
-68.53;48.44;North America;2
-68.41;18.58;South America;10
-68.31;-54.81;South America;3
-68.26;12.2;Europe;7
-68.24;12.18;Europe;13
-68.12;-16.49;South America;3
-68.06;-38.95;South America;5
-68.05;10.12;South America;12
-68.03;10.47;South America;6
-68.01;-36.35;South America;2
-68;10.16;South America;90
-67.96;10.25;South America;10
-67.92;10.18;South America;17
-67.84;-9.98;South America;3
-67.8;10.26;South America;2
-67.61;10.24;South America;27
-67.61;10.49;South America;17
-67.59;10.27;South America;2
-67.55;10.16;South America;11
-67.53;48.84;North America;2
-67.48;-45.87;South America;2
-67.42;8.92;South America;2
-67.36;9.91;South America;24
-67.33;10.22;South America;11
-67.28;10.23;South America;10
-67.25;18.34;South America;9
-67.15;18.43;South America;3
-67.05;10.59;South America;5
-67.03;10.35;South America;9
-67.02;18.47;South America;2
-66.96;10.37;South America;2
-66.95;10.5;South America;34
-66.92;10.59;South America;13
-66.9;10.48;South America;1046
-66.89;10.17;South America;6
-66.88;10.41;South America;2
-66.87;10.21;South America;3
-66.86;10.52;South America;4
-66.85;10.5;South America;5
-66.82;10.47;South America;25
-66.8;10.42;South America;6
-66.77;11.86;NA;17
-66.74;10.59;South America;18
